./positive_images/3x3.1.jpg 1 0 0 255 255
./positive_images/3x3.10.jpg 1 0 0 225 225
./positive_images/3x3.11.jpg 1 0 0 255 255
./positive_images/3x3.12.jpg 1 0 0 255 255
./positive_images/3x3.13.jpg 1 0 0 255 255
./positive_images/3x3.14.jpg 1 0 0 255 255
./positive_images/3x3.15.jpg 1 0 0 227 227
./positive_images/3x3.16.jpg 1 0 0 255 255
./positive_images/3x3.17.jpg 1 0 0 255 255
./positive_images/3x3.18.jpg 1 0 0 255 255
./positive_images/3x3.19.jpg 1 0 0 255 255
./positive_images/3x3.2.jpg 1 0 0 255 255
./positive_images/3x3.20.jpg 1 0 0 255 255
./positive_images/3x3.21.jpg 1 0 0 255 255
./positive_images/3x3.22.jpg 1 0 0 255 255
./positive_images/3x3.23.jpg 1 0 0 255 255
./positive_images/3x3.24.jpg 1 0 0 255 255
./positive_images/3x3.25.jpg 1 0 0 255 255
./positive_images/3x3.26.jpg 1 0 0 255 255
./positive_images/3x3.27.jpg 1 0 0 255 255
./positive_images/3x3.28.jpg 1 0 0 255 255
./positive_images/3x3.29.jpg 1 0 0 255 255
./positive_images/3x3.3.jpg 1 0 0 255 255
./positive_images/3x3.30.jpg 1 0 0 255 255
./positive_images/3x3.31.jpg 1 0 0 255 255
./positive_images/3x3.32.jpg 1 0 0 255 255
./positive_images/3x3.33.jpg 1 0 0 255 255
./positive_images/3x3.34.jpg 1 0 0 255 255
./positive_images/3x3.35.jpg 1 0 0 255 255
./positive_images/3x3.36.jpg 1 0 0 255 255
./positive_images/3x3.37.jpg 1 0 0 255 255
./positive_images/3x3.4.jpg 1 0 0 255 255
./positive_images/3x3.5.jpg 1 0 0 255 255
./positive_images/3x3.6.jpg 1 0 0 255 255
./positive_images/3x3.7.jpg 1 0 0 255 255
./positive_images/3x3.8.jpg 1 0 0 225 225
./positive_images/3x3.9.jpg 1 0 0 255 255
